_id,pin,address,block_lot,sale_price,act77_gent_date,last_payment_date,treasury_sale_date,partition_latest_sale_date,latitude,longitude,neighborhood_name,council_district,ward,fire_zone,police_zone,dpw_streets,dpw_enviro,dpw_parks
286189,0125H00184000000,"7020 IDLEWILD ST, PITTSBURGH, PA 15208",0125H00184,1,,,2013-04-26,2013-04-26,40.458933196974726,-79.89994807861554,Homewood North,9,13,3-17,5,2,Eastern,Highland
286190,0174A00302000000,"7046 HERMITAGE ST, PITTSBURGH, PA 15208",0174A00302,1,2002-10-01,2008-01-29,2013-04-26,2013-04-26,40.460739911702966,-79.89844393608075,Homewood North,9,13,3-18,5,2,Eastern,Highland
286191,0125H00170000000,"7006 FIELDING WAY, PITTSBURGH, PA 15208",0125H00170,2000,,2005-02-07,2013-04-26,2013-04-26,40.459598159552975,-79.90025660911967,Homewood North,9,13,3-17,5,2,Eastern,Highland
286192,0174K00098000000,"7219 FOREST WAY, PITTSBURGH, PA 15208",0174K00098,23000,2002-08-02,2010-08-03,2013-04-26,2013-04-26,40.45741850325599,-79.895252624039,Homewood North,9,13,3-17,5,2,Eastern,Highland
286193,0125H00167000000,"7003 IDLEWILD ST, PITTSBURGH, PA 15208",0125H00167,2350,2002-03-06,2012-03-15,2013-04-26,2013-04-26,40.45957399403281,-79.90047141282889,Homewood North,9,13,3-17,5,2,Eastern,Highland
286194,0174E00139000000,"1009 N LANG AVE, PITTSBURGH, PA 15208",0174E00139,5000,,,2013-04-26,2013-04-26,40.45911375290699,-79.89835677409492,Homewood North,9,13,3-17,5,2,Eastern,Highland
286195,0125D00088000000,"1112 N MURTLAND ST, PITTSBURGH, PA 15208",0125D00088,8000,1992-12-31,1992-12-31,2013-04-26,2013-04-26,40.460714583439035,-79.89996566707073,Homewood North,9,13,3-18,5,2,Eastern,Highland
286196,0125D00099000000,"1116 N MURTLAND ST, PITTSBURGH, PA 15208",0125D00099,6500,2002-02-25,2009-01-28,2013-04-26,2013-04-26,40.46093913704097,-79.89993905766613,Homewood North,9,13,3-18,5,2,Eastern,Highland
286197,0174A00364000000,"7053 MONTICELLO ST, PITTSBURGH, PA 15208",0174A00364,5000,1994-12-07,2005-09-29,2013-04-26,2013-04-26,40.460035649250045,-79.898212829149,Homewood North,9,13,3-17,5,2,Eastern,Highland
286198,0174K00120000000,"7319 FRANKSTOWN AVE, PITTSBURGH, PA 15208",0174K00120,1,1998-02-10,2012-03-20,2013-04-26,2013-04-26,40.45696074066896,-79.89321618568674,Homewood North,9,13,3-17,5,2,Eastern,Highland
286199,0125H00169000000,"IDLEWILD ST, PITTSBURGH, PA 15208",0125H00169,2000,,2005-02-07,2013-04-26,2013-04-26,40.459582686327835,-79.90018818351096,Homewood North,9,13,3-17,5,2,Eastern,Highland
286200,0125H00166000000,"7001 IDLEWILD ST, PITTSBURGH, PA 15208",0125H00166,2350,2002-08-01,2012-03-15,2013-04-26,2013-04-26,40.45957375409424,-79.90056698556968,Homewood North,9,13,3-17,5,2,Eastern,Highland
286201,0174E00137000000,"7049 IDLEWILD ST, PITTSBURGH, PA 15208",0174E00137,5000,,,2013-04-26,2013-04-26,40.45899393154328,-79.89840310961885,Homewood North,9,13,3-17,5,2,Eastern,Highland
286202,0125D00115000000,"7002 KEDRON ST, PITTSBURGH, PA 15208",0125D00115,3000,1993-07-30,1993-07-30,2013-04-26,2013-04-26,40.46174210674625,-79.89958630708958,Homewood North,9,13,3-18,5,2,Eastern,Highland
286203,0174E00141000000,"N LANG AVE, PITTSBURGH, PA 15208",0174E00141,5000,,,2013-04-26,2013-04-26,40.45923985921482,-79.8983084331071,Homewood North,9,13,3-17,5,2,Eastern,Highland
286204,0174E00269000000,"907 N LANG AVE, PITTSBURGH, PA 15208",0174E00269,2000,2002-02-25,2013-01-18,2013-04-26,2013-04-26,40.45827593509437,-79.8985806748095,Homewood North,9,13,3-17,5,2,Eastern,Highland
286205,0125D00087000000,"1112 N MURTLAND ST, PITTSBURGH, PA 15208",0125D00087,200,1995-06-08,1995-06-08,2013-04-26,2013-04-26,40.46068394201948,-79.90001149275673,Homewood North,9,13,3-18,5,2,Eastern,Highland
286206,0174E00071000000,"7049 RACE ST, PITTSBURGH, PA 15208",0174E00071,4000,2002-12-13,2003-04-29,2013-04-26,2013-04-26,40.4595879718004,-79.89867826727038,Homewood North,9,13,3-17,5,2,Eastern,Highland
286207,0125H00177000000,"7023 IDLEWILD ST, PITTSBURGH, PA 15208",0125H00177,1176,2002-07-22,2008-07-07,2013-04-26,2013-04-26,40.45944315918774,-79.89958592451748,Homewood North,9,13,3-17,5,2,Eastern,Highland
286208,0174K00111000000,"906 FRANKSTOWN AVE, PITTSBURGH, PA 15208",0174K00111,350,1997-05-29,1997-05-29,2013-04-26,2013-04-26,40.45721139714566,-79.89381689482082,Homewood North,9,13,3-17,5,2,Eastern,Highland
286209,0174K00119000000,"7317 FRANKSTOWN AVE, PITTSBURGH, PA 15208",0174K00119,20000,1994-05-10,2011-03-25,2013-04-26,2013-04-26,40.456979888961705,-79.89331210359337,Homewood North,9,13,3-17,5,2,Eastern,Highland
286210,0125D00102000000,"1122 N MURTLAND ST, PITTSBURGH, PA 15208",0125D00102,0,2002-02-19,2010-05-04,2013-04-26,2013-04-26,40.46112745816515,-79.89987219253419,Homewood North,9,13,3-18,5,2,Eastern,Highland
286211,0174E00142000000,"N LANG AVE, PITTSBURGH, PA 15208",0174E00142,5000,,,2013-04-26,2013-04-26,40.4593003626856,-79.8982854662909,Homewood North,9,13,3-17,5,2,Eastern,Highland
286212,0174K00097000000,"7219 FOREST WAY, PITTSBURGH, PA 15208",0174K00097,23000,2002-08-02,2010-08-03,2013-04-26,2013-04-26,40.457435853485045,-79.89531005378167,Homewood North,9,13,3-17,5,2,Eastern,Highland
286213,0174J00344000000,"1 BENNETT PL, PITTSBURGH, PA 15208",0174J00344,5000,1999-04-30,1999-04-30,2013-04-26,2013-04-26,40.456982484856105,-79.89844877220051,Homewood South,9,13,3-17,5,2,Eastern,Frick
286214,0174J00339000000,"6 BENNETT PL, PITTSBURGH, PA 15208",0174J00339,500,2000-08-01,2000-08-01,2013-04-26,2013-04-26,40.45717637317929,-79.898370910393,Homewood South,9,13,3-17,5,2,Eastern,Frick
286215,0174N00224000000,"7309 TIOGA ST, PITTSBURGH, PA 15208",0174N00224,2500,2002-12-06,2011-09-30,2013-04-26,2013-04-26,40.453640264647575,-79.89551994167088,Homewood South,9,13,3-17,5,2,Eastern,Frick
286216,0174L00143000000,"820 DURANGO WAY, PITTSBURGH, PA 15208",0174L00143,0,,,2013-04-26,2013-04-26,40.45531699609328,-79.88864500684785,Homewood South,9,13,3-17,5,2,Eastern,Frick
286217,0174J00024000000,"705 N LANG AVE, PITTSBURGH, PA 15208",0174J00024,1,1994-04-28,1994-04-28,2013-04-26,2013-04-26,40.456358438751465,-79.89942296798328,Homewood South,9,13,3-17,5,2,Eastern,Frick
286218,0174J00343000000,"2 BENNETT PL, PITTSBURGH, PA 15208",0174J00343,500,1989-07-06,1989-07-06,2013-04-26,2013-04-26,40.45702484231781,-79.89842460179482,Homewood South,9,13,3-17,5,2,Eastern,Frick
286219,0175B00149000000,"7539 SUSQUEHANNA ST, PITTSBURGH, PA 15208",0175B00149,1300,1999-02-23,2011-08-05,2013-04-26,2013-04-26,40.451591515331806,-79.89230475818806,Homewood South,9,13,3-17,5,2,Eastern,Frick
286220,0174N00292000000,"7225 SUSQUEHANNA ST, PITTSBURGH, PA 15208",0174N00292,0,1991-07-29,1991-07-29,2013-04-26,2013-04-26,40.453455822790254,-79.89708802958046,Homewood South,9,13,3-17,5,2,Eastern,Frick
286221,0174J00342000000,"3 BENNETT PL, PITTSBURGH, PA 15208",0174J00342,500,1984-02-17,1984-02-17,2013-04-26,2013-04-26,40.45706282220036,-79.89841467752778,Homewood South,9,13,3-17,5,2,Eastern,Frick
286222,0174P00017000000,"RICHLAND ST, PITTSBURGH, PA 15208",0174P00017,10000,2002-10-07,2015-06-26,2013-04-26,2013-04-26,40.452861550376,-79.89272441562417,Homewood South,9,13,3-17,5,2,Eastern,Frick
286223,0175B00008000000,"7530 MULFORD ST, PITTSBURGH, PA 15208",0175B00008,0,1988-07-26,1988-07-26,2013-04-26,2013-04-26,40.45270849793116,-79.89185883529356,Homewood South,9,13,3-17,5,2,Eastern,Frick
286224,0231N00098000000,"8224 BRICELYN ST, PITTSBURGH, PA 15221",0231N00098,0,1996-07-12,1996-07-12,2013-10-25,2013-10-25,40.45451795141067,-79.87918062654586,East Hills,9,13,3-17,5,2,Eastern,Frick
286225,0174J00275000000,"7231 BENNETT ST, PITTSBURGH, PA 15208",0174J00275,350,1994-11-17,1994-11-17,2013-10-25,2013-10-25,40.456435452294656,-79.89530984521632,Homewood South,9,13,3-17,5,2,Eastern,Frick
286226,0174J00243000000,"718 N HOMEWOOD AVE, PITTSBURGH, PA 15208",0174J00243,500,2002-05-30,2007-02-07,2013-10-25,2013-10-25,40.456068163738394,-79.89649993528053,Homewood South,9,13,3-17,5,2,Eastern,Frick
286227,0174J00279000000,"7221 BENNETT ST, PITTSBURGH, PA 15208",0174J00279,25000,2001-12-24,2005-02-02,2013-10-25,2013-10-25,40.45651130085034,-79.89564920348978,Homewood South,9,13,3-17,5,2,Eastern,Frick
286228,0174J00276000000,"7229 BENNETT ST, PITTSBURGH, PA 15208",0174J00276,0,1995-03-28,1995-03-28,2013-10-25,2013-10-25,40.45645657453487,-79.89538962481491,Homewood South,9,13,3-17,5,2,Eastern,Frick
286229,0174N00080000000,"608 N HOMEWOOD AVE, PITTSBURGH, PA 15208",0174N00080,1,2002-04-02,2011-01-05,2013-10-25,2013-10-25,40.45480576690896,-79.89711539870115,Homewood South,9,13,3-17,5,2,Eastern,Frick
286230,0174J00102000000,"7241 KELLY ST, PITTSBURGH, PA 15208",0174J00102,1000,2001-03-14,2001-03-14,2013-10-25,2013-10-25,40.45534799196747,-79.89534871172773,Homewood South,9,13,3-17,5,2,Eastern,Frick
286231,0125M00026000000,"7034 BENNETT ST, PITTSBURGH, PA 15208",0125M00026,0,2002-07-15,2005-01-24,2013-10-25,2013-10-25,40.45699245174156,-79.90018524678997,Homewood South,9,13,3-17,5,2,Eastern,Frick
286232,0175H00132000000,"7943 TIOGA ST, PITTSBURGH, PA 15208",0175H00132,26000,1995-04-13,1995-04-13,2013-10-25,2013-10-25,40.449732372470486,-79.88515586657815,Homewood South,9,13,3-17,5,2,Eastern,Frick
286233,0174K00274000000,"7235 BENNETT ST, PITTSBURGH, PA 15208",0174K00274,0,2014-01-27,2008-06-13,2013-10-25,2013-10-25,40.45639418689901,-79.89513237658025,Homewood South,9,13,3-17,5,2,Eastern,Frick
286234,0174K00389000000,"7311 KELLY ST, PITTSBURGH, PA 15208",0174K00389,6000,2002-02-22,2012-05-08,2013-10-25,2013-10-25,40.4551264022686,-79.89441263598745,Homewood South,9,13,3-17,5,2,Eastern,Frick
286235,0174K00315000000,"7519 BENNETT ST, PITTSBURGH, PA 15208",0174K00315,2000,2002-03-20,2006-03-02,2013-10-25,2013-10-25,40.455489996612165,-79.89117382987997,Homewood South,9,13,3-17,5,2,Eastern,Frick
286236,0126D00019000E00,"412 JONATHAN CT, PITTSBURGH, PA 15208",0126D00019E,1154,2001-03-29,2001-03-29,2013-10-25,2013-10-26,40.45236720430236,-79.8996834361892,Point Breeze North,9,14,3-14,4,2,Eastern,Frick
286237,0126D00024000200,"JONATHAN CT, PITTSBURGH, PA 15208",0126D000240002,602,2001-03-28,2003-08-04,2013-10-25,2013-10-25,40.45255420349491,-79.89956058698944,Point Breeze North,9,14,3-14,4,2,Eastern,Frick
286238,0023D00235000000,"1537 COMPROMISE ST, PITTSBURGH, PA 15212",0023D00235,450,1996-11-18,1996-11-18,1999-03-22,1999-03-22,40.46057201030992,-80.00108616137612,Fineview,1,25,1-10,1,1,Northern,Riverview
286239,0023H00274000000,"65 FOUNTAIN ST, PITTSBURGH, PA 15212",0023H00274,3254,,,1999-03-22,1999-03-22,40.458797635637765,-80.00326230635359,Fineview,6,25,1-10,1,1,Northern,Riverview
286240,0023D00236000000,"1539 COMPROMISE ST, PITTSBURGH, PA 15212",0023D00236,2024,1989-03-15,1989-03-15,1999-03-22,1999-03-22,40.46070561382459,-80.0010855533683,Fineview,1,25,1-10,1,1,Northern,Riverview
286241,0023G00278000000,"11 FOUNTAIN ST, PITTSBURGH, PA 15212",0023G00278,5042,1990-10-30,1990-10-30,1999-03-22,1999-03-22,40.45899184462547,-80.00506503133212,Fineview,6,25,1-10,1,1,Northern,Riverview
286242,0023G00280000000,"9 FOUNTAIN ST, PITTSBURGH, PA 15212",0023G00280,630,1995-08-03,1995-08-03,1999-03-22,1999-03-22,40.4590049770051,-80.00517559167649,Fineview,6,25,1-10,1,1,Northern,Riverview
286243,0023H00273000000,"63 FOUNTAIN ST, PITTSBURGH, PA 15212",0023H00273,3080,,,1999-03-22,1999-03-22,40.45873482505147,-80.0033170882767,Fineview,6,25,1-10,1,1,Northern,Riverview
286244,0054N00288000000,"341 GREENFIELD AVE, PITTSBURGH, PA 15207",0054N00288,1,1998-01-21,1998-01-21,,1999-07-21,40.42540666243321,-79.9475052476347,Greenfield,5,15,2-12,4,3,Eastern,Frick
286245,0134L00288000000,"MOONEY RD, PITTSBURGH, PA 15207",0134L00288,1,1999-02-05,1999-02-05,,1999-10-14,40.379088706272654,-79.92196290805651,New Homestead,5,31,4-20,4,3,Eastern,Frick
286246,0095A00142000000,"35 ANSONIA PLACE, PITTSBURGH, PA 15210",0095A00142,41500,1999-04-07,1999-04-07,,1999-04-01,40.393353691260174,-79.99795370851858,Brookline,4,32,4-25,6,4,Southern,Emerald
286247,0095A00135000000,"42 ANSONIA PLACE, PITTSBURGH, PA 15210",0095A00135,78000,1999-04-21,1999-04-21,,1999-04-15,40.39289328935197,-79.99789348412874,Brookline,4,32,4-25,6,4,Southern,Emerald
286248,0095A00139000000,"37 ANSONIA PL, PITTSBURGH, PA 15210",0095A00139,71500,1999-02-10,1999-02-10,,1999-07-14,40.39316455240063,-79.99792677137735,Brookline,4,32,4-25,6,4,Southern,Emerald
286249,0007N00243000000,"CORFU ST, PITTSBURGH, PA 15220",0007N00243,1,1999-02-03,1999-02-03,,1999-02-26,40.4453300730322,-80.03248848226448,Elliott,2,20,1-17,6,5,Northern,Emerald
286250,0007J00015000000,"CORFU ST, PITTSBURGH, PA 15220",0007J00015,1,1999-02-03,1999-02-03,,1999-02-26,40.44579666059356,-80.03168811893617,Elliott,2,20,1-17,6,5,Northern,Emerald
286251,0006A00144000000,"NEPTUNE ST, PITTSBURGH, PA 15220",0006A00144,50000,1999-02-12,1999-02-12,,1999-12-09,40.44145605486102,-80.03159616007513,West End,2,20,1-17,6,5,Northern,Emerald
286252,0035J00159000000,"CAGWIN ST, PITTSBURGH, PA 15216",0035J00159,1,,,,1999-02-10,40.40818387319474,-80.03011851961035,Beechview,2,20,4-28,6,5,Southern,Emerald
286253,0001N00219000000,"GRANDVIEW AVE, PITTSBURGH, PA 15211",0001N00219,1,1999-07-30,1999-07-30,,1999-12-30,40.43514572199857,-80.01329192637715,Mount Washington,2,19,4-1,3,5,Southern,Emerald
286254,0062M00228000000,"EATHAN AVE, PITTSBURGH, PA 15226",0062M00228,30000,,,,1982-11-04,40.39709098316118,-80.0171056151985,Brookline,4,19,4-26,6,4,Southern,Emerald
286255,0024K00063000000,"E OHIO ST, PITTSBURGH, PA 15212",0024K00063,0,,,,1982-09-27,40.45548256936766,-79.99190878434638,Troy Hill,1,23,1-5,1,1,Northern,Riverview
286256,0002R00320000000,"10TH ST, PITTSBURGH, PA 15219",0002R00320,0,,,,1996-08-01,40.4341914266466,-79.9935001826566,Bluff,6,1,2-4,2,6,Central,Schenley
286257,0002R00280000A01,"10TH ST, PITTSBURGH, PA 15219",0002R00280A,0,2000-02-08,2000-02-08,,1996-12-31,40.43551274113082,-79.97991391590726,Bluff,6,1,2-2,2,3,Central,Schenley
286258,0009H00172000000,"RIDGEWAY ST, PITTSBURGH, PA 15222",0009H00172,1,1996-01-23,1996-01-23,,1996-05-08,40.44807293469073,-79.98386484843014,Crawford-Roberts,7,2,2-1,2,3,Central,Schenley
286259,0009M00238000000,"819 CASSATT ST, PITTSBURGH, PA 15219",0009M00238,4469,1991-09-18,1991-09-18,1996-06-28,1996-06-28,40.44581418240609,-79.98552350999171,Crawford-Roberts,6,3,2-1,2,3,Central,Schenley
286260,0029L00052000000,"ETHEL ST, PITTSBURGH, PA 15213",0029L00052,0,2000-02-08,2010-02-05,,1996-12-31,40.42764601664812,-79.95478550388535,South Oakland,3,4,2-11,4,3,Central,Schenley
286261,0029L00013000000,"ETHEL ST, PITTSBURGH, PA 15213",0029L00013,0,2000-02-08,2010-02-05,,1996-12-31,40.42797174940069,-79.95526666724454,South Oakland,3,4,2-11,4,3,Central,Schenley
286262,0050L00028000000," KINCAID ST, PITTSBURGH, PA 15224",0050L00028,1643,1991-01-22,1991-01-22,1996-10-28,1996-10-28,40.4666219806478,-79.93700882057949,Garfield,9,10,3-4,5,2,Central,Highland
286263,0080D00135000000," NATRONA WAY, PITTSBURGH, PA 15201",0080D00135,1309,1988-10-28,1988-10-28,1996-10-28,1996-10-28,40.48008973455256,-79.95301667483582,Upper Lawrenceville,7,10,3-5,2,2,Central,Highland
286264,0124G00327000000,"6415 DEARY ST, PITTSBURGH, PA 15206",0124G00327,3329,1990-05-17,1990-05-17,1996-03-29,1996-03-29,40.46774187205913,-79.90640475175795,Lincoln-Lemington-Belmar,9,12,3-15,5,2,Eastern,Highland
286265,0174B00281000000,"7227 KEDRON ST, PITTSBURGH, PA 15208",0174B00281,1153,1991-03-11,1991-03-11,1996-06-28,1996-06-28,40.46072978318138,-79.89364418341229,Homewood North,9,13,3-17,5,2,Eastern,Highland
286266,0057G00326000000,"135 ALLUVIAN ST, PITTSBURGH, PA 15207",0057G00326,2059,1984-08-30,1984-08-30,1996-10-28,1996-10-28,40.40110960721263,-79.93734577550492,Hazelwood,5,15,2-13,4,3,Eastern,Frick
286267,0029M00151000002,"SYLVAN AVE, PITTSBURGH, PA 15213",0029M00151,0,,,,1996-12-31,40.42574859634072,-79.95307001091494,Hazelwood,5,15,2-12,4,3,Eastern,Frick
286268,0056H00110000000,"ELIZABETH ST, PITTSBURGH, PA 15207",0056H00110,1,,,,1996-08-28,40.40900640236892,-79.93410322856762,Glen Hazel,5,15,2-13,4,3,Eastern,Frick
286269,0022K00094000000,"1710 MANHATTAN ST, PITTSBURGH, PA 15233",0022K00094,6815,1984-11-30,1984-11-30,1996-10-28,1996-10-28,40.457241239181286,-80.02719365653329,Manchester,6,21,1-8,1,1,Northern,Riverview
286270,0024E00264000000,"908 VISTA ST, PITTSBURGH, PA 15212",0024E00264,2687,1989-02-09,1989-02-09,1996-03-29,1996-03-29,40.4589562318032,-79.99577992292181,East Allegheny,1,23,1-5,1,1,Northern,Riverview
286271,0024G00058000000,"1255 VOSKAMP ST, PITTSBURGH, PA 15212",0024G00058,1,1995-02-27,1995-02-27,,1996-04-09,40.45949512567014,-79.98914847380425,Spring Garden,1,24,1-5,1,1,Northern,Riverview
286272,0024F00275000000,"1144 VOSKAMP ST, PITTSBURGH, PA 15212",0024F00275,10210,1996-03-15,1996-03-15,1996-03-29,1996-03-29,40.45950435343381,-79.99216385557112,Spring Garden,1,24,1-5,1,1,Northern,Riverview
286273,0024G00057000000,"1257 VOSKAMP ST, PITTSBURGH, PA 15212",0024G00057,1,1995-07-12,1995-07-12,,1996-04-04,40.459524575032006,-79.98900064969223,Spring Garden,1,24,1-5,1,1,Northern,Riverview
286274,0045S00370000000,"2126 METCALF ST, PITTSBURGH, PA 15214",0045S00370,3299,1991-04-01,1991-04-01,1996-06-28,1996-06-28,40.46314624193023,-80.01923475651611,Perry South,6,25,1-12,1,1,Northern,Riverview
286275,0045S00368000000,"CHARLES ST, PITTSBURGH, PA 15214",0045S00368,590,1988-09-01,1988-09-01,1996-06-28,1996-06-28,40.46318622081389,-80.01942554830651,Perry South,6,25,1-12,1,1,Northern,Riverview
286276,0023J00003000000,"1517 BRIGHTON RD, PITTSBURGH, PA 15212",0023J00003,1,1995-07-31,1995-07-31,,1996-04-04,40.45728682369142,-80.01607855318038,California-Kirkbride,6,25,1-21,1,1,Northern,Riverview
286277,0023J00162000000,"1501 BRIGHTON RD, PITTSBURGH, PA 15212",0023J00162,1,1995-07-31,1995-07-31,,1996-04-04,40.456975023656256,-80.01595341921661,California-Kirkbride,6,25,1-21,1,1,Northern,Riverview
286278,0023J00005000000,"1513 IRWIN AVE, PITTSBURGH, PA 15212",0023J00005,1,1995-07-31,1995-07-31,,1996-04-04,40.457187100948005,-80.01604343048717,California-Kirkbride,6,25,1-21,1,1,Northern,Riverview
286279,0023J00004000000,"1515 IRWIN AVE, PITTSBURGH, PA 15212",0023J00004,1,1995-07-31,1995-07-31,,1996-04-04,40.4572347703578,-80.01606368419918,California-Kirkbride,6,25,1-21,1,1,Northern,Riverview
286280,0115C00078000000,"4011 VINCETON ST, PITTSBURGH, PA 15214",0115C00078,3364,1994-01-24,1994-01-24,1996-06-28,1996-06-28,40.4906830669744,-80.02301795334836,Perry North,1,26,1-15,1,1,Northern,Riverview
286281,0162P00122000000,"295 DORNESTIC ST, PITTSBURGH, PA 15214",0162P00122,1441,1987-07-29,1987-07-29,1996-10-28,1996-10-28,40.492062740605434,-80.0261309109965,Perry North,1,26,1-15,1,1,Northern,Riverview
286282,0024F00159000000,"SPRING GARDEN AVE, PITTSBURGH, PA 15212",0024F00159,3438,2002-07-25,2004-09-01,2019-08-16,2019-08-16,40.45960549970087,-79.99378894563247,Spring Garden,1,23,1-5,1,1,Northern,Riverview
286283,0024F00159000A00,"1042 SPRING GARDEN AVE, PITTSBURGH, PA 15212",0024F00159A,19988,2002-07-25,2004-12-14,2019-08-16,2019-08-16,40.4595531707274,-79.99379174503264,Spring Garden,1,23,1-5,1,1,Northern,Riverview
286284,0024F00040000000,"ITIN ST, PITTSBURGH, PA 15212",0024F00040,5000,1994-12-05,1994-12-05,2019-10-18,2019-10-18,40.45909629042396,-79.99479902703227,Spring Garden,1,23,1-5,1,1,Northern,Riverview
286285,0024E00193000000,"VISTA ST, PITTSBURGH, PA 15212",0024E00193,13000,2000-05-24,2008-09-26,2019-10-18,2019-10-18,40.45834103049838,-79.99647337987841,East Allegheny,1,23,1-5,1,1,Northern,Riverview
286286,0024E00196000000,"VISTA ST, PITTSBURGH, PA 15212",0024E00196,500,1999-02-05,2008-06-26,2019-10-18,2019-10-18,40.458365157500126,-79.99633447088686,East Allegheny,1,23,1-5,1,1,Northern,Riverview
286287,0024G00112000000,"1154 BRABEC ST, PITTSBURGH, PA 15212",0024G00112,0,1997-07-23,1997-07-23,2019-10-18,2019-10-18,40.45878177874377,-79.99006506340744,Troy Hill,1,24,1-2,1,1,Northern,Riverview
286288,0046R00109000000,"1907 MEADVILLE ST, PITTSBURGH, PA 15214",0046R00109,17939,2000-12-29,2010-01-28,2019-08-16,2019-08-16,40.4626852033277,-80.0059450246908,Fineview,1,25,1-10,1,1,Northern,Riverview
286289,0162K00200000000,"BENTON AVE, PITTSBURGH, PA 15214",0162K00200,16681,2001-03-28,2001-03-28,2019-08-16,2019-08-16,40.49511173269813,-80.02644709099381,Perry North,1,26,1-15,1,1,Northern,Riverview
286290,0077N00104000000,"247 KENNEDY AVE, PITTSBURGH, PA 15214",0077N00104,30699,2002-03-05,2009-07-09,2019-08-16,2019-08-16,40.47395990351542,-80.01227827210589,Perry South,1,26,1-23,1,1,Northern,Riverview
286291,0077P00372000000,"221 KENNEDY AVE, PITTSBURGH, PA 15214",0077P00372,34529,2002-06-03,2012-01-19,2019-08-16,2019-08-16,40.4739902598124,-80.01132838159094,Perry South,1,26,1-23,1,1,Northern,Riverview
286292,0045E00321000000,"1230 WOODLAND AVE, PITTSBURGH, PA 15212",0045E00321,1,1988-10-13,2013-09-26,2019-04-18,2019-04-18,40.469583495818185,-80.02869892600806,Marshall-Shadeland,1,27,1-14,1,1,Northern,Riverview
286293,0075M00029000000,"3256 RICHARDSON AVE, PITTSBURGH, PA 15212",0075M00029,11067,2002-03-06,2011-05-05,2019-08-16,2019-08-16,40.47516217952175,-80.03674684267136,Brighton Heights,1,27,1-14,1,1,Northern,Riverview
286294,0045N00160000000,"ATMORE ST, PITTSBURGH, PA 15212",0045N00160,3470,2001-09-05,2008-05-05,2019-08-16,2019-08-16,40.46359113892564,-80.03043211947826,Marshall-Shadeland,1,27,1-9,1,1,Northern,Riverview
286295,0075M00341000000,"45 COURTRIGHT ST, PITTSBURGH, PA 15212",0075M00341,9440,1996-05-16,1996-05-16,2019-10-18,2019-10-18,40.475425388664114,-80.03290083829425,Marshall-Shadeland,1,27,1-14,1,1,Northern,Riverview
286296,0075M00340000000,"43 COURTRIGHT ST, PITTSBURGH, PA 15212",0075M00340,1,1999-02-26,1999-02-26,2019-10-18,2019-10-18,40.47544015261723,-80.03284006318943,Marshall-Shadeland,1,27,1-14,1,1,Northern,Riverview
286297,0075M00335000000,"LECKY AVE, PITTSBURGH, PA 15212",0075M00335,500,2002-09-25,2004-08-20,2019-10-18,2019-10-18,40.47564242834467,-80.0332002497807,Marshall-Shadeland,1,27,1-14,1,1,Northern,Riverview
286298,0015C00051000000,"PAUL ST, PITTSBURGH, PA 15211",0015C00051,700,2002-02-15,2016-02-04,2019-04-18,2019-04-18,40.42224670855851,-80.00664012563571,Mount Washington,2,19,4-27,3,5,Southern,Emerald
286299,0043R00137000000,"SAGAMORE ST, PITTSBURGH, PA 15204",0043R00137,11563,1998-07-27,1998-07-27,2019-08-16,2019-08-16,40.46351518818711,-80.0541644405135,Esplen,2,20,1-27,6,5,Northern,Emerald
286300,0043R00148000000,"SAGAMORE ST, PITTSBURGH, PA 15204",0043R00148,33002,1998-10-26,2007-05-17,2019-08-16,2019-08-16,40.46312450067356,-80.05390483719445,Esplen,2,20,1-27,6,5,Northern,Emerald
286301,0043R00139000000,"SAGAMORE ST, PITTSBURGH, PA 15204",0043R00139,15106,1994-02-22,1994-02-22,2019-08-16,2019-08-16,40.46357067197878,-80.0540000824765,Esplen,2,20,1-27,6,5,Northern,Emerald
286302,0043R00138000000,"SAGAMORE ST, PITTSBURGH, PA 15204",0043R00138,37425,1998-07-27,1998-07-27,2019-08-16,2019-08-16,40.46354293015831,-80.05408226150332,Esplen,2,20,1-27,6,5,Northern,Emerald
286303,0019M00144000000,"INDEPENDENCE ST, PITTSBURGH, PA 15220",0019M00144,0,1981-04-01,1981-04-01,2019-10-18,2019-10-18,40.43723276090973,-80.03380587252309,West End,2,20,1-17,6,5,Northern,Emerald
286304,0013M00218000000,"111 COLOGNE ST, PITTSBURGH, PA 15210",0013M00218,0,2002-09-23,2006-07-31,2019-04-18,2019-04-18,40.41704782748544,-79.96935250044767,Arlington,3,16,4-8,3,3,Southern,Schenley
286305,0032F00254000000,"MOUNTAIN AVE, PITTSBURGH, PA 15210",0032F00254,13161,1999-03-17,2006-03-15,2019-08-16,2019-08-16,40.410934311242976,-79.97705365103492,St. Clair,3,16,4-8,3,3,Southern,Schenley
286306,0032F00288000000,"PLINY WAY, PITTSBURGH, PA 15210",0032F00288,28166,2002-02-18,2009-06-08,2019-08-16,2019-08-16,40.41108952046697,-79.97599336980838,St. Clair,3,16,4-8,3,3,Southern,Schenley
286307,0032F00264000000,"MOUNTAIN AVE, PITTSBURGH, PA 15210",0032F00264,1711,2002-09-23,2018-01-16,2019-08-16,2019-08-16,40.41120107620561,-79.97702720422622,St. Clair,3,16,4-8,3,3,Southern,Schenley
